CGPA,TargetCompany,Skills,SkillMatchPct,PlacementProbability,PlacementStatus
7.6,Netflix,"OAuth, Rust, Team Collaboration, Kotlin, Kafka, Microservices, Scrum",28.57,42.2,Low Chance
6.2,TCS,"Django, Grafana, Big Data, Jenkins, Supabase",0.0,17.3,Low Chance
6.6,Nvidia,"Algorithms, PyTorch, CUDA, Kafka, Computer Vision",57.14,36.2,Low Chance
5.7,Stripe,"TypeScript, Ruby, API Design, System Design, Grafana, Product Management, ETL, Redis, Appium",57.14,35.4,Low Chance
7.5,Uber,"Algorithms, PyTorch, Unit Testing, Fine-Tuning, Microservices, Angular, Redis",42.86,37.2,Low Chance
6.8,Netflix,"Terraform, Tailwind CSS",0.0,13.3,Low Chance
8.7,Nvidia,"Algorithms, Supabase, Hugging Face, CUDA, Computer Vision, Python, WebSockets, C++, Deep Learning",85.71,81.4,High Chance
8.5,Accenture,"Redux, SQL, JWT, Pandas, Cloud, Problem Solving, Fine-Tuning, TensorFlow, Product Management, Cassandra, Agile",80.0,84.7,High Chance
6.5,TCS,"ASP.NET, Elasticsearch, Unit Testing",0.0,23.2,Low Chance
7.3,Oracle,"Cypress, Cloud, Problem Solving, Linux, Database Design, Appium",50.0,48.3,Medium Chance
9.8,Salesforce,"TypeScript, SQL, REST APIs, NumPy, Hugging Face, Angular, Object-Oriented Programming, Jenkins, Cassandra, Agile, Java",66.67,77.3,High Chance
8.4,Wipro,"SQL, Ruby, LangChain, GCP, Serverless, Flask, Java",40.0,55.1,Medium Chance
8.2,Accenture,"DynamoDB, OAuth, Pandas, Problem Solving, GCP, RAG, MongoDB, System Design, Agile, Java",60.0,68.1,Medium Chance
9.3,Netflix,"Distributed Systems, Redux, OAuth, ASP.NET, AWS, Prisma, Next.js, PostgreSQL, Kafka, WebSockets, System Design, Cybersecurity, Appium, Spring Boot, Power BI, Java",71.43,84.0,High Chance
8.0,Wipro,"Azure, JWT, SQL, Communication, Docker, CI/CD, MySQL, Cloud, Kafka, Python, GCP, Kubernetes, JavaScript, Apache Spark, FastAPI, Java",100.0,81.8,High Chance
6.7,Netflix,"Spring Boot, ASP.NET, Linux, MongoDB, Azure",0.0,17.7,Low Chance
6.5,TCS,"Snowflake, Databricks, C++, Leadership",0.0,18.5,Low Chance
7.9,Amazon,"OpenCV, SQL, AWS, System Design, Java",57.14,59.8,Medium Chance
9.1,Wipro,"SQL, Communication, Rust, CI/CD, Cloud, Penetration Testing, Go, Python, RAG, Redis, Agile, Big Data, Appium",80.0,84.6,High Chance
7.8,Amazon,"Critical Thinking, Snowflake, Unit Testing, Java",14.29,39.3,Low Chance
9.6,IBM,"Prompt Engineering, Cloud, Penetration Testing, WebSockets, NLP, Linux, Snowflake, Kubernetes, Flask, Java",50.0,68.6,Medium Chance
8.8,Nvidia,"GitHub Actions, SQL, Event-Driven Architecture, Algorithms, PyTorch, CUDA, Computer Vision, GCP, C++, R, Cassandra, Node.js, Spring Boot, Power BI, Deep Learning",85.71,81.3,High Chance
8.1,Google,"GitHub Actions, OpenCV, Next.js, ASP.NET, Algorithms, Leadership, Tableau, Object-Oriented Programming, Big Data, Power BI",14.29,20.7,Low Chance
7.0,Apple,"NumPy, Vector Databases, Fine-Tuning, Problem Solving, C++, Tailwind CSS, Spring Boot",33.33,26.7,Low Chance
8.0,Netflix,"Distributed Systems, JWT, Kafka, Microservices, Critical Thinking, Swift, Java",57.14,58.9,Medium Chance
6.9,Google,"Rust, Design Patterns, TypeScript, Kubernetes, Event-Driven Architecture",0.0,10.2,Low Chance
9.0,Infosys,"SQL, Communication, OAuth, gRPC, Web Development, Go, Python, GCP, Vue.js, C++, System Design, Node.js, Redis, Agile",80.0,82.6,High Chance
8.7,Netflix,"AWS, Supabase, Microservices, System Design, Java",57.14,64.5,Medium Chance
6.7,Google,"OpenCV, REST APIs, CI/CD, C++, Swift, Jest",14.29,20.3,Low Chance
7.0,IBM,"Data Science, Python, MongoDB, Scrum, Pandas, Java",50.0,53.5,Medium Chance
7.6,Meta,"TypeScript, OpenCV, Neo4j, JavaScript, React",42.86,39.1,Low Chance
6.8,Apple,"Hugging Face, Product Management",0.0,12.7,Low Chance
8.9,Google,"Distributed Systems, Machine Learning, ASP.NET, Design Patterns, Computer Vision, Python, C++, System Design, Swift",71.43,82.1,High Chance
9.6,Salesforce,"Distributed Systems, TypeScript, SQL, REST APIs, Docker, MySQL, Cloud, Scikit-Learn, Airflow, System Design, Appium, Pandas, Java",100.0,96.6,High Chance
6.9,IBM,"Rust, Team Collaboration, Cloud, Django, Snowflake, Java",33.33,37.8,Low Chance
6.5,TCS,"AWS, Rust, gRPC, Databricks, Problem Solving, JavaScript, Critical Thinking, Flask",40.0,45.4,Medium Chance
9.0,Apple,"ASP.NET, OAuth, Transformers, Cassandra, Team Collaboration, MySQL, Problem Solving, Express.js, Data Structures, C++, Operating Systems, Swift, Pandas",83.33,85.4,High Chance
8.8,TCS,"Distributed Systems, SQL, Team Collaboration, Design Patterns, LLMs, Problem Solving, JavaScript, Kafka, Spring Boot, Java",100.0,88.2,High Chance
9.1,Apple,"Transformers, Problem Solving, C++, Data Structures, Operating Systems, Swift, Agile",83.33,86.2,High Chance
7.4,Stripe,"TypeScript, PyTorch, Go, C++, ETL, Spring Boot, Java",28.57,31.7,Low Chance
6.0,Netflix,"Kotlin, C#, Snowflake, Prompt Engineering, Tableau, Big Data",0.0,12.6,Low Chance
7.3,Wipro,"SQL, Svelte, Python, Data Modeling, Vector Databases",40.0,48.3,Medium Chance
8.8,Wipro,"ASP.NET, SQL, Communication, OAuth, Cloud, Go, Python, Microservices, Express.js, Linux",80.0,85.9,High Chance
7.2,Wipro,"DynamoDB, Communication, Kafka, Product Management, Grafana, Swift, Java",40.0,44.1,Low Chance
7.2,Netflix,"Transformers, Kafka, Critical Thinking, System Design, Grafana, FastAPI",28.57,30.8,Low Chance
8.6,TCS,"Machine Learning, Transformers, SQL, Agile, Algorithms, CI/CD, Team Collaboration, Problem Solving, JavaScript, Express.js, Airflow, Apache Spark, Kubernetes, FastAPI, Java",100.0,89.1,High Chance
6.8,Infosys,"DynamoDB, Cypress, Grafana, Ruby",0.0,15.4,Low Chance
8.9,Infosys,"JWT, SQL, OAuth, Web Development, Leadership, MySQL, Problem Solving, Python, TensorFlow, NLP, Terraform, Tailwind CSS, Node.js",60.0,72.3,High Chance
10.0,Stripe,"Distributed Systems, TypeScript, OpenCV, Docker, Go, PostgreSQL, Svelte, API Design, Data Structures, GraphQL",71.43,86.3,High Chance
8.9,Microsoft,"Distributed Systems, C#, TypeScript, Azure, Cloud, C++, System Design, Django",100.0,93.6,High Chance
7.0,Apple,"Distributed Systems, Communication, Problem Solving, Python, Operating Systems, Swift",66.67,36.4,Low Chance
9.5,Google,"C#, Ansible, Transformers, Prompt Engineering, Databricks, Svelte, JavaScript, C++, Cybersecurity",14.29,49.0,Medium Chance
6.5,Meta,"Azure, Django, Neo4j, Design Patterns, Jest",0.0,7.9,Low Chance
8.2,Salesforce,"OpenCV, SQL, Rust, TensorFlow, Data Structures, Jest, Java",33.33,48.9,Medium Chance
9.2,Infosys,"TypeScript, SQL, Communication, AWS, Web Development, Penetration Testing, Python, GCP, Java",100.0,90.4,High Chance
9.2,Uber,"OAuth, Algorithms, PyTorch, MySQL, Leadership, Go, Prometheus, TensorFlow, Scrum, System Design, Cybersecurity, Serverless, Redis, Power BI, Java",71.43,80.0,High Chance
7.8,Nvidia,"Algorithms, PyTorch, CUDA, Python, Microservices, Tableau, Airflow, C++, Deep Learning",85.71,49.8,Medium Chance
8.1,Uber,"Algorithms, CI/CD, Kotlin, Go, Microservices, System Design, Redis, Prometheus",71.43,76.4,High Chance
7.7,Nvidia,"PyTorch, Team Collaboration, Microservices, Tableau, R, Power BI, Deep Learning",28.57,24.7,Low Chance
8.0,Salesforce,"SQL, REST APIs, Next.js, Cloud, Scikit-Learn, GCP, Angular, System Design, Django, Deep Learning",66.67,73.3,High Chance
7.3,Adobe,"Distributed Systems, Algorithms, UI/UX, Python, MongoDB, C++",66.67,48.7,Medium Chance
6.8,TCS,"Distributed Systems, Algorithms, Team Collaboration, Python, TensorFlow, Node.js, Java",40.0,43.1,Low Chance
9.0,Netflix,"Distributed Systems, AWS, Design Patterns, Deep Learning, Kafka, Python, Microservices, Tableau, System Design, Java",100.0,92.1,High Chance
7.7,Nvidia,"DynamoDB, Ansible, Scikit-Learn, PostgreSQL, Problem Solving, C++, Tailwind CSS, Terraform, Serverless, Deep Learning",28.57,26.4,Low Chance
7.8,Apple,"Team Collaboration, C++, Data Structures, Operating Systems, NLP, Product Management, Swift",66.67,40.4,Low Chance
7.6,Uber,"Redux, Communication, Algorithms, Go, Kafka, Critical Thinking, System Design, Power BI, Java",71.43,63.6,Medium Chance
6.9,Wipro,"DynamoDB, SQL, Communication, gRPC, Docker, Team Collaboration, RAG, Data Modeling, Jenkins, Big Data",40.0,45.1,Medium Chance
7.2,Uber,"Kafka, Microservices, System Design, Apache Spark, R, Redis, Flask",57.14,40.0,Low Chance
8.1,Infosys,"Transformers, PHP, LangChain, PyTorch, Python, Tableau, Tailwind CSS, Big Data, Deep Learning",20.0,49.4,Medium Chance
8.3,Uber,"TypeScript, PHP, Event-Driven Architecture, Databricks, Problem Solving, GCP, Scrum, System Design",14.29,43.3,Low Chance
6.5,Stripe,"PHP, Algorithms, Ruby, WebSockets, API Design, System Design, Terraform",42.86,31.1,Low Chance
7.9,Meta,"TypeScript, Algorithms, JavaScript, Python, React, System Design, Linux, GraphQL",100.0,82.3,High Chance
8.4,Google,"Distributed Systems, Machine Learning, C#, Algorithms, Cypress, CI/CD, MySQL, PostgreSQL, Python, Data Structures, System Design, GraphQL, Pandas",85.71,53.0,Medium Chance
9.4,Accenture,"OpenCV, SQL, OAuth, NumPy, JWT, PHP, Cloud, Problem Solving, WebSockets, MongoDB, R, Node.js, Agile, Flask, Java",100.0,95.2,High Chance
9.5,Google,"Distributed Systems, Machine Learning, Redux, C#, Algorithms, Swift, Python, Data Structures, C++, ETL, Power BI",85.71,88.0,High Chance
8.2,Nvidia,"Transformers, Agile, NumPy, Algorithms, PyTorch, CUDA, Computer Vision, Python, Go, Elasticsearch, Svelte, TensorFlow, C++, FastAPI, Deep Learning",100.0,56.0,Medium Chance
7.6,Oracle,"Java, Cypress, Critical Thinking, Airflow, Data Structures, Prometheus",33.33,45.5,Medium Chance
8.9,Microsoft,"Distributed Systems, C#, Communication, Cloud, Elasticsearch, C++, FastAPI",57.14,66.7,Medium Chance
6.5,Apple,"Data Modeling, NLP, Neo4j, Java, Apache Spark",0.0,13.6,Low Chance
9.7,Netflix,"Distributed Systems, DynamoDB, AWS, gRPC, MySQL, Python, Microservices, Tableau, Airflow, System Design, Snowflake, Java",85.71,87.2,High Chance
8.2,Wipro,"SQL, Communication, Event-Driven Architecture, Unit Testing, Angular, Swift, Jest, Big Data",40.0,54.5,Medium Chance
8.3,Nvidia,"Prompt Engineering, Algorithms, PyTorch, AWS, MySQL, Design Patterns, Computer Vision, Problem Solving, C++, Scrum, ETL, Deep Learning",71.43,44.6,Low Chance
7.2,Stripe,"TypeScript, ASP.NET, Ruby, System Design, Snowflake",42.86,35.3,Low Chance
7.4,Amazon,"SQL, NumPy, JavaScript, Critical Thinking, Pytest, FastAPI, Power BI",14.29,24.9,Low Chance
8.9,TCS,"Machine Learning, Ansible, SQL, NumPy, Unit Testing, Team Collaboration, Problem Solving, JavaScript, Microservices, Svelte, RAG, Java",100.0,93.8,High Chance
6.8,Adobe,"React, Event-Driven Architecture, C#, Scikit-Learn",16.67,14.1,Low Chance
7.7,Meta,"Algorithms, PyTorch, JavaScript, Python, System Design, Prometheus",57.14,47.1,Medium Chance
7.0,Accenture,"GitHub Actions, C#, SQL, REST APIs, Rust, Cloud, Problem Solving, Agile, Big Data, Java",100.0,77.0,High Chance
8.0,Google,"Machine Learning, Transformers, Algorithms, Databricks, Python, Express.js, RAG, Data Structures, C++, System Design",85.71,47.3,Medium Chance
7.5,Infosys,"C#, SQL, REST APIs, Algorithms, Web Development, Svelte, MongoDB, Flask, Java",60.0,65.0,Medium Chance
8.9,Infosys,"SQL, Communication, Web Development, Leadership, Python, Express.js, Data Modeling, Swift, Power BI",80.0,81.2,High Chance
8.9,Meta,"TypeScript, Algorithms, Team Collaboration, JavaScript, Python, React, System Design, GraphQL",100.0,97.3,High Chance
7.6,Apple,"Team Collaboration, Problem Solving, Python, C++, Swift, GraphQL",66.67,42.5,Low Chance
6.6,Wipro,"Redux, Cloud, Kotlin, Python, Cybersecurity, GraphQL",40.0,43.5,Low Chance
9.2,Meta,"TypeScript, Transformers, ASP.NET, Algorithms, Scikit-Learn, Kafka, JavaScript, Python, Elasticsearch, React, C++, Vector Databases, Agile",71.43,80.4,High Chance
8.0,TCS,"Transformers, SQL, Scikit-Learn, PostgreSQL, Problem Solving, C++, Cassandra",40.0,54.9,Medium Chance
8.0,Wipro,"Machine Learning, Transformers, Communication, OpenCV, PyTorch, Supabase, Cloud, Neo4j, Python, JavaScript, System Design, Vector Databases, GraphQL, Java",80.0,72.6,High Chance
6.2,Apple,"Redux, NumPy, Docker, Go, Python, Operating Systems, Swift",50.0,30.1,Low Chance
7.4,Wipro,"SQL, Event-Driven Architecture, Communication, Cypress, Leadership, Python, NLP, Kubernetes",60.0,51.4,Medium Chance
9.9,OpenAI,"Distributed Systems, Transformers, Algorithms, LLMs, Microservices, C++, Flask, Deep Learning",71.43,83.5,High Chance
9.8,Amazon,"NumPy, AWS, Prisma, CI/CD, Leadership, Databricks, GCP, Microservices, React, Data Structures, System Design, Linux, Vector Databases, Kubernetes",71.43,86.0,High Chance
9.1,Microsoft,"Distributed Systems, Azure, C#, PHP, Agile, AWS, REST APIs, Pandas, CI/CD, Cloud, Penetration Testing, C++, System Design, Redis, GraphQL, Prometheus",85.71,84.3,High Chance
5.7,Salesforce,"Rust, TensorFlow, Deep Learning, Power BI",0.0,5.2,Low Chance
8.1,IBM,"Ruby, AWS, PyTorch, Data Science, Cloud",33.33,49.8,Medium Chance
7.0,Stripe,"Distributed Systems, Transformers, Go, API Design, System Design, Serverless",57.14,44.1,Low Chance
8.3,Apple,"PHP, LangChain, Team Collaboration, Hugging Face, Problem Solving, WebSockets, Express.js, Critical Thinking, RAG, C++, Operating Systems, Swift, Pandas",66.67,47.2,Medium Chance
5.7,OpenAI,"Distributed Systems, Transformers, REST APIs, Algorithms, Penetration Testing, LLMs, Fine-Tuning",57.14,32.4,Low Chance
7.5,Wipro,"Machine Learning, Snowflake, Communication, Ruby, Penetration Testing, Go, Neo4j, Tableau, Swift",20.0,41.2,Low Chance
5.8,OpenAI,"Critical Thinking, OAuth, WebSockets, NLP",0.0,7.1,Low Chance
8.9,Infosys,"TypeScript, SQL, Communication, AWS, Ruby, Next.js, Web Development, Python, Microservices, Tableau, Data Structures, Pytest, Grafana, Jenkins, Appium",80.0,79.2,High Chance
5.6,Adobe,"JavaScript, Python, React, C++, ETL",66.67,43.3,Low Chance
7.5,Meta,"Algorithms, Prisma, Express.js, React, Snowflake, GraphQL",42.86,41.4,Low Chance
7.3,Wipro,"Azure, TypeScript, SQL, Communication, Docker, MySQL, Cloud, Go, Python, Critical Thinking, NLP, Tailwind CSS, Data Structures, Serverless, Java",100.0,78.2,High Chance
8.3,Amazon,"Redux, gRPC, Cassandra, Docker, Leadership, Jenkins",14.29,38.6,Low Chance
7.8,Stripe,"Event-Driven Architecture, Algorithms, PostgreSQL, Fine-Tuning, WebSockets, Python, Microservices, System Design",28.57,48.8,Medium Chance
7.2,Google,"Rust, Hugging Face, Scikit-Learn, Critical Thinking, Data Structures, Spring Boot, Agile",14.29,17.7,Low Chance
6.6,Salesforce,"R, Communication, Hugging Face, Penetration Testing",0.0,18.2,Low Chance
8.2,TCS,"gRPC, Cypress, Team Collaboration, Kotlin, Penetration Testing, Problem Solving, Microservices, Tableau, C++, Data Structures, Grafana, ETL, Agile, Java",60.0,68.9,Medium Chance
8.8,Accenture,"JWT, SQL, Cloud, PostgreSQL, Problem Solving, Svelte, ETL, NLP, Django, Agile, Appium",80.0,87.3,High Chance
6.8,Amazon,"Tableau, Angular, System Design, GCP, Kotlin, Swift",14.29,23.7,Low Chance
6.9,Apple,"PHP, Ruby, Leadership, Problem Solving, Python, GCP, Data Structures, C++, Swift",83.33,44.8,Low Chance
5.9,Adobe,"Kotlin, Flask",0.0,8.4,Low Chance
7.4,OpenAI,"Distributed Systems, Algorithms, LangChain, Java, Scikit-Learn, Neo4j, Data Structures, Product Management, Jest, Deep Learning",42.86,30.5,Low Chance
6.1,Stripe,"Vector Databases, Elasticsearch, DynamoDB, GraphQL",0.0,13.4,Low Chance
8.6,Accenture,"OpenCV, SQL, Swift, Jest, Agile, Java",60.0,60.6,Medium Chance
5.4,Apple,"Azure, Power BI, TypeScript, Vector Databases, AWS",0.0,7.6,Low Chance
8.4,Google,"Machine Learning, Communication, Algorithms, Python, Tableau, C++, System Design, ETL",71.43,49.9,Medium Chance
5.0,Salesforce,"Agile, Tailwind CSS, Redux",0.0,10.7,Low Chance
7.3,Netflix,"PyTorch, Fine-Tuning, Power BI, Spring Boot, Redux, C#",0.0,23.4,Low Chance
7.2,Amazon,"Prompt Engineering, Event-Driven Architecture, AWS, Algorithms, Next.js, Databricks, Scikit-Learn, Problem Solving, Microservices",28.57,30.1,Low Chance
5.9,Nvidia,"Grafana, GitHub Actions, Vue.js, Go, REST APIs",0.0,8.6,Low Chance
8.8,Netflix,"Distributed Systems, Rust, Kafka, Python, Microservices, Angular, RAG, System Design, Cybersecurity, Product Management, Java",85.71,78.0,High Chance
6.6,Google,"Redux, Vector Databases, Computer Vision, Team Collaboration",0.0,7.7,Low Chance
9.0,Adobe,"Distributed Systems, DynamoDB, OAuth, Algorithms, UI/UX, Ruby, Databricks, Hugging Face, Neo4j, Svelte, Python, React, C++, Java",83.33,79.2,High Chance
10.0,Stripe,"Distributed Systems, TypeScript, Prompt Engineering, Ruby, Team Collaboration, PostgreSQL, Go, Scrum, System Design, Snowflake",85.71,86.4,High Chance
7.8,Accenture,"SQL, Supabase, Leadership, Problem Solving, Angular, Tailwind CSS, Airflow",40.0,52.8,Medium Chance
7.0,OpenAI,"JWT, Transformers, Algorithms, Prisma, Product Management, Linux, Deep Learning",42.86,34.6,Low Chance
7.0,Adobe,"NumPy, Algorithms, Python, Kubernetes, C++, Grafana, Django, Serverless, GraphQL",50.0,37.8,Low Chance
5.9,Uber,"Power BI, Fine-Tuning, Cybersecurity, TensorFlow",0.0,13.2,Low Chance
6.2,Meta,"Algorithms, Hugging Face, Fine-Tuning, React, Cybersecurity, ETL, Flask",28.57,30.0,Low Chance
7.4,Meta,"Algorithms, PyTorch, Elasticsearch, React, ETL, FastAPI",28.57,29.1,Low Chance
8.0,Wipro,"Machine Learning, Algorithms, LangChain, Deep Learning, PostgreSQL, Microservices, Critical Thinking, TensorFlow, Express.js, Java",20.0,44.1,Low Chance
6.9,Nvidia,"DynamoDB, REST APIs, PyTorch, CUDA, Critical Thinking, Angular, C++, Grafana",42.86,29.5,Low Chance
5.6,Nvidia,"Team Collaboration, Azure, PyTorch",14.29,8.3,Low Chance
7.3,TCS,"Data Structures, MySQL, LangChain, GitHub Actions",0.0,30.8,Low Chance
7.9,Infosys,"SQL, Communication, PyTorch, Vector Databases, Python, RAG, Linux, Spring Boot, Java",80.0,73.1,High Chance
7.6,Accenture,"Snowflake, SQL, Cloud, Problem Solving, RAG, Terraform, Tailwind CSS, Jenkins, Node.js, Java",80.0,72.4,High Chance
8.1,Wipro,"Communication, SQL, Prompt Engineering, PyTorch, Algorithms, Cloud, Python, Elasticsearch, Scrum, Java",100.0,80.2,High Chance
7.9,Meta,"TypeScript, Unit Testing, CI/CD, Team Collaboration, Python, JavaScript, Express.js, React, Microservices, Jest, GraphQL",71.43,71.9,Medium Chance
6.5,Nvidia,"Problem Solving, Prometheus, Deep Learning, Angular",14.29,14.2,Low Chance
8.6,Accenture,"SQL, PyTorch, CI/CD, Cloud, Problem Solving, Elasticsearch, Airflow, Node.js, Agile, Java",100.0,87.3,High Chance
7.2,Oracle,"GitHub Actions, SQL, OAuth, Team Collaboration, Cloud, Hugging Face, Kotlin, RAG, Data Structures, Linux",66.67,60.0,Medium Chance
8.3,Apple,"LangChain, Leadership, Problem Solving, C++, Operating Systems, Swift",66.67,46.8,Medium Chance
6.8,OpenAI,"Distributed Systems, Transformers, Algorithms, PyTorch, gRPC, Angular, Data Modeling, Serverless",57.14,36.2,Low Chance
8.0,Amazon,"DynamoDB, Leadership, Python, Microservices, GCP, ETL, Cybersecurity, Cassandra, Java",42.86,56.2,Medium Chance
9.7,OpenAI,"Distributed Systems, Transformers, Redux, Algorithms, Penetration Testing, LLMs, Computer Vision, Python, RAG, Vector Databases, Deep Learning",85.71,85.5,High Chance
5.9,Apple,"Spring Boot, Penetration Testing, Python",16.67,14.9,Low Chance
6.7,Wipro,"Pandas, JavaScript",0.0,17.2,Low Chance
7.2,IBM,"TypeScript, Terraform, Apache Spark, Linux, Swift, Spring Boot",16.67,41.9,Low Chance
6.8,Nvidia,"Angular, Java, R, JWT, Power BI, MySQL",0.0,13.0,Low Chance
6.1,Wipro,"GitHub Actions, Next.js, Cloud, Svelte, Linux, Redis, GraphQL, Java",40.0,44.4,Low Chance
6.1,Amazon,"REST APIs, Ruby, Docker, Prisma, Elasticsearch, Vue.js, C++, System Design, Pandas",14.29,27.5,Low Chance
8.6,TCS,"Ansible, SQL, JWT, Prisma, Team Collaboration, Problem Solving, JavaScript, Microservices, React, NLP, Node.js, Flask, Deep Learning",80.0,83.6,High Chance
5.6,Oracle,"Flask, PostgreSQL, Transformers, Data Structures, Jest, Cybersecurity",16.67,19.2,Low Chance
7.0,Nvidia,"ASP.NET, Algorithms, PyTorch, Design Patterns, C++, Apache Spark, Deep Learning",57.14,34.9,Low Chance
8.7,Meta,"Agile, Algorithms, Cypress, Design Patterns, Databricks, Fine-Tuning, JavaScript, Python, Problem Solving, Vue.js, RAG, System Design, GraphQL, Prometheus",71.43,81.7,High Chance
6.7,Google,"Distributed Systems, gRPC, PHP, Spring Boot, Apache Spark, GraphQL",14.29,18.9,Low Chance
8.6,Google,"Machine Learning, Algorithms, Supabase, Python, WebSockets, GCP, C++, System Design, Data Structures, Tailwind CSS, Swift, FastAPI",85.71,81.3,High Chance
5.6,Meta,"Team Collaboration, Jenkins, Big Data",0.0,7.6,Low Chance
7.1,Uber,"Azure, DynamoDB, Transformers, Prompt Engineering, Algorithms, Docker, Kotlin, JavaScript, Airflow",14.29,25.9,Low Chance
6.8,Wipro,"Distributed Systems, SQL, Communication, LangChain, Fine-Tuning, Problem Solving, Express.js, Swift, Vector Databases, Agile",40.0,41.6,Low Chance
6.7,Stripe,"Distributed Systems, PyTorch, Kotlin, Go, PostgreSQL, Scrum, Cassandra, GraphQL",42.86,39.3,Low Chance
6.1,Salesforce,"Ansible, TypeScript, SQL, REST APIs, Hugging Face, Problem Solving, Elasticsearch, Java",66.67,42.4,Low Chance
8.8,OpenAI,"Distributed Systems, Transformers, Algorithms, PyTorch, Cypress, Python, Vue.js, Pytest, Tailwind CSS, Deep Learning",85.71,86.0,High Chance
6.9,Netflix,"ASP.NET, Prompt Engineering, NumPy, OAuth, Kafka, System Design, Product Management, Linux, Deep Learning",28.57,28.1,Low Chance
9.4,Google,"Distributed Systems, Machine Learning, GitHub Actions, Algorithms, Cypress, Team Collaboration, Svelte, Python, Object-Oriented Programming, Data Structures, C++, System Design, FastAPI",100.0,90.8,High Chance
5.2,Meta,"Pandas, Redis",0.0,5.0,Low Chance
7.0,Apple,"OAuth, Databricks, Problem Solving, Svelte, Critical Thinking, C++, Operating Systems, Data Modeling, Swift, Deep Learning",66.67,37.9,Low Chance
8.9,Amazon,"C#, Leadership, Penetration Testing, JavaScript, Microservices, Product Management, System Design, Java",57.14,63.2,Medium Chance
6.6,Adobe,"C#, Transformers, Algorithms, React, Node.js",33.33,34.4,Low Chance
7.2,Wipro,"Scikit-Learn, Computer Vision, Microservices, C++, Java",20.0,38.6,Low Chance
6.4,Apple,"TypeScript, Transformers, LangChain, Kotlin, Svelte, Object-Oriented Programming, C++, R, Swift, Prometheus",33.33,21.8,Low Chance
5.3,OpenAI,"C#, PyTorch",14.29,12.1,Low Chance
7.3,Adobe,"Scrum, Terraform",0.0,16.5,Low Chance
7.5,Uber,"C#, ASP.NET, Scikit-Learn, Svelte, Express.js, NLP, Product Management, System Design, Tailwind CSS, Redis",28.57,35.6,Low Chance
7.5,OpenAI,"Machine Learning, OAuth, PyTorch, Prisma, Rust, JavaScript, Python, RAG, Terraform, FastAPI",28.57,26.2,Low Chance
6.0,Meta,"Algorithms, React, System Design, Vector Databases, GraphQL",57.14,36.4,Low Chance
7.7,Netflix,"Distributed Systems, Machine Learning, REST APIs, Python, React, RAG, System Design, Django, Spring Boot, Flask",42.86,54.6,Medium Chance
8.3,Meta,"C#, Ansible, Rust, Kafka, Svelte, JavaScript, Appium",14.29,39.5,Low Chance
8.3,Wipro,"Machine Learning, SQL, Docker, MySQL, Cloud, Svelte, System Design, Pytest, Cassandra, Serverless",40.0,55.0,Medium Chance
7.9,Stripe,"Distributed Systems, TypeScript, Algorithms, Hugging Face, Go, Microservices, System Design, Snowflake, Jest, Power BI",57.14,61.3,Medium Chance
5.4,Meta,"TensorFlow, CI/CD, Java, Tailwind CSS, PostgreSQL, Apache Spark",0.0,14.6,Low Chance
7.7,Oracle,"SQL, Java, Linux, Database Design, Deep Learning",66.67,61.2,Medium Chance
9.2,OpenAI,"Distributed Systems, Transformers, JWT, Event-Driven Architecture, Algorithms, PyTorch, gRPC, Leadership, Penetration Testing, LLMs, Critical Thinking, TensorFlow, Deep Learning",85.71,83.4,High Chance
6.0,Apple,"Kafka, Python, Data Structures, Operating Systems, Agile, Appium",50.0,28.9,Low Chance
6.5,Apple,"C#, Problem Solving, Python, C++, Operating Systems, Django",66.67,34.9,Low Chance
6.8,Wipro,"OpenCV, AWS, NumPy, React, DynamoDB",0.0,14.8,Low Chance
9.3,Nvidia,"Machine Learning, Redux, Event-Driven Architecture, Algorithms, PyTorch, LangChain, Unit Testing, CUDA, Computer Vision, Python, Critical Thinking, Airflow, MongoDB, C++, Cybersecurity, Deep Learning",100.0,95.5,High Chance
6.2,Wipro,"Machine Learning, Redux, Communication, Hugging Face, Neo4j, Go, Python, React, ETL, FastAPI",40.0,40.7,Low Chance
8.0,Apple,"Redux, Prompt Engineering, Penetration Testing, TensorFlow, Operating Systems, System Design, Product Management, Vector Databases, FastAPI, Java",16.67,23.7,Low Chance
6.3,Stripe,"Azure, Snowflake, Distributed Systems, Kafka, Fine-Tuning",14.29,14.1,Low Chance
8.0,Accenture,"SQL, Event-Driven Architecture, PHP, Cloud, JavaScript, Vue.js, Agile, Flask",60.0,59.7,Medium Chance
8.4,Apple,"GitHub Actions, Distributed Systems, Redux, Event-Driven Architecture, NumPy, Cypress, Databricks, Problem Solving, Python, Vue.js, RAG, Data Structures, Product Management, Jenkins, Swift",66.67,47.3,Medium Chance
9.2,Wipro,"GitHub Actions, ASP.NET, REST APIs, SQL, Communication, Python, Critical Thinking, Angular, RAG, Scrum, Cassandra, Node.js, GraphQL, Java",80.0,84.2,High Chance
8.1,Netflix,"Transformers, Neo4j, Kafka, Microservices, Angular, System Design, Agile, Power BI",42.86,54.0,Medium Chance
8.6,IBM,"JWT, REST APIs, PyTorch, Data Science, Cloud, Scikit-Learn, Python, Terraform, Linux, Java",83.33,81.0,High Chance
8.8,Microsoft,"Distributed Systems, C#, TypeScript, Azure, Communication, Supabase, Cloud, Neo4j, C++, System Design, Tailwind CSS",100.0,88.0,High Chance
